,transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
504952,1-102-2014-16197,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,22-12-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس B1,MULBERRY II at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,126.7,1817888.0,14347.97,,,1.0,1.0,0.0
505189,2-13-2020-9919,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,09-12-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس A1,MULBERRY II at PARK HEIGHTS Building A1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,181.25,1560000.0,8606.9,,,1.0,1.0,0.0
505299,1-102-2023-1963,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,11-01-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,لايم جاردنز,Lime Gardens,2418.0,لايم جاردنز,Lime Gardens ,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,128.86,3109888.0,24133.85,,,1.0,1.0,0.0
505581,2-13-2020-3146,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,27-04-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية سي,ACACIA AT PARK HEIGHTS BUILDING C,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,85.69,400000.0,4667.99,,,1.0,1.0,0.0
506227,1-102-2022-31013,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,11-10-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك فيلد البرج 1,Park Field Tower 1,2404.0,بارك فيلد,Park Field,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,97.3,1958888.0,20132.46,,,1.0,1.0,0.0
506239,1-102-2022-29856,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,03-10-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,لايم جاردنز,Lime Gardens,2418.0,لايم جاردنز,Lime Gardens ,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.26,1150888.0,19098.71,,,1.0,1.0,0.0
506258,1-41-2021-9418,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,13-09-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B2,MULBERRY at PARK HEIGHTS Building B2,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,121.27,2018888.0,16647.88,,,1.0,1.0,0.0
506582,1-102-2023-1675,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-01-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك هورايزون - تاور 2,Park Horizon - Tower 2,2483.0,بارك هورايزون,Park Horizon,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.69,1237888.0,20396.9,,,1.0,1.0,0.0
506723,1-102-2018-15430,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,19-11-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك ريدج تاور سي,PARK RIDGE TOWER C,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,147.04,2496888.0,16981.01,,,1.0,1.0,0.0
507215,1-102-2018-4147,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,19-03-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية بي,ACACIA AT PARK HEIGHTS BUILDING B,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,98.73,1100000.0,11141.5,,,1.0,1.0,0.0
507298,2-13-2021-5847,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,20-05-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس A1,MULBERRY II at PARK HEIGHTS Building A1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,182.72,1830757.0,10019.47,,,1.0,1.0,0.0
507402,1-102-2022-14773,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,03-06-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,92.95,1550000.0,16675.63,,,1.0,1.0,0.0
507414,1-102-2023-28349,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,13-06-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك هورايزون - تاور 2,Park Horizon - Tower 2,2483.0,بارك هورايزون,Park Horizon,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,96.46,2121888.0,21997.59,,,1.0,1.0,0.0
507567,1-102-2019-9118,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,17-06-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك ريدج تاور سي,PARK RIDGE TOWER C,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.82,1040888.0,17114.24,,,1.0,1.0,0.0
507622,1-102-2015-247,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,07-01-2015,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B1,MULBERRY at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,145.95,1852888.0,12695.36,,,1.0,1.0,0.0
507657,1-41-2020-4646,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,13-08-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B2,MULBERRY at PARK HEIGHTS Building B2,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,126.29,1844888.0,14608.35,,,1.0,1.0,0.0
507666,1-41-2022-17312,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,05-10-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,244.18,3741244.0,15321.66,,,1.0,1.0,0.0
507670,2-13-2022-10476,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,14-07-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B1,MULBERRY at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,119.73,1440000.0,12027.06,,,1.0,1.0,0.0
508286,2-13-2021-8567,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,07-07-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B1,MULBERRY at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,126.88,975000.0,7684.43,,,2.0,1.0,0.0
508393,1-102-2022-11737,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,09-05-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,80.56,1125888.0,13975.77,,,1.0,1.0,0.0
508463,1-102-2014-16495,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-12-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B2,MULBERRY at PARK HEIGHTS Building B2,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,186.24,2433888.0,13068.56,,,1.0,1.0,0.0
508644,1-102-2018-15811,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-11-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك ريدج تاور سي,PARK RIDGE TOWER C,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,59.83,946888.0,15826.31,,,1.0,1.0,0.0
508684,2-13-2022-10642,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,18-07-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B2,MULBERRY at PARK HEIGHTS Building B2,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,266.68,3402701.0,12759.49,,,1.0,1.0,0.0
508700,1-102-2017-13194,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-07-2017,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B1,MULBERRY at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,126.44,1407028.0,11128.03,,,1.0,1.0,0.0
508839,1-102-2018-13716,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-10-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك ريدج تاور سي,PARK RIDGE TOWER C,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,92.72,1460888.0,15755.91,,,1.0,1.0,0.0
508968,1-11-2020-11447,11,1,مبايعات,Sales,بيع,Sell,30-11-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس B1,MULBERRY II at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,126.2,1335000.0,10578.45,,,1.0,1.0,0.0
509151,1-102-2017-1077,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,16-01-2017,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية ايه,ACACIA AT PARK HEIGHTS BUILDING A,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,112.81,1676888.0,14864.71,,,1.0,1.0,0.0
509245,1-41-2022-15321,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,30-08-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز,EXECUTIVE RESIDENCES,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,92.32,1700000.0,18414.21,,,1.0,1.0,0.0
509303,1-41-2023-4504,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,02-03-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك ريدج تاور سي,PARK RIDGE TOWER C,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,146.39,2850000.0,19468.54,,,1.0,1.0,0.0
509530,2-13-2022-7488,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,31-05-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس B1,MULBERRY II at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,145.67,1600000.0,10983.73,,,1.0,1.0,0.0
509533,1-102-2022-27906,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,20-09-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك فيلد البرج 2,Park Field Tower 2,2404.0,بارك فيلد,Park Field,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,59.96,1212888.0,20228.29,,,1.0,1.0,0.0
509830,2-13-2020-4960,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,16-07-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس B1,MULBERRY II at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,126.44,531866.0,4206.47,,,1.0,1.0,0.0
509841,1-102-2023-1045,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,06-01-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك هورايزون - تاور 2,Park Horizon - Tower 2,2483.0,بارك هورايزون,Park Horizon,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.7,1216888.0,20047.58,,,1.0,1.0,0.0
510065,1-102-2014-14864,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-11-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى A1,MULBERRY at PARK HEIGHTS Building A1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,181.41,2431888.0,13405.48,,,1.0,1.0,0.0
510357,1-102-2017-16387,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-08-2017,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية بي,ACACIA AT PARK HEIGHTS BUILDING B,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,91.66,1442888.0,15741.74,,,1.0,1.0,0.0
510383,1-102-2017-1075,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,16-01-2017,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية ايه,ACACIA AT PARK HEIGHTS BUILDING A,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,124.24,1741888.0,14020.35,,,1.0,1.0,0.0
510553,1-102-2014-16135,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,22-12-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس B1,MULBERRY II at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,182.36,2713888.0,14882.04,,,1.0,1.0,0.0
